"“I feel palpitations and anxiety, is it a heart issue or stress?”","Palpitations and anxiety can be related to both heart issues and stress. Here's a breakdown:

**Heart-Related Issues:** Palpitations, described as rapid, forceful, throbbing, or fluttering heartbeats, can be a symptom of heart arrhythmias such as atrial fibrillation or atrial flutter. (Texas Heart Institute Heart Owner’s Handbook). Arrhythmias are deviations from a normal heartbeat and can sometimes lead to heart failure or thromboembolic events. Cardiomyopathies, including stress-induced cardiomyopathy (Takotsubo), can also cause palpitations (J. Am. Soc. Echocardiogr. 2024, 37, 655–663).

**Stress-Related Issues:** Severe stress can cause restlessness, worry, and irritability, and impair focus. Chronic stress reduces the body’s ability to fight diseases and can lead to psychosomatic disorders. Stress can also trigger Takotsubo cardiomyopathy, causing temporary weakening of the heart muscle.

**Caffeine:** Consumption of caffeine can lead to palpitations (rapid, forceful, throbbing, or fluttering heartbeats).

**Clinical Relevance:** It's important to differentiate between heart-related and stress-related causes through medical evaluation. An exercise stress test can help spot heart disease (Mayo Clinic Health Letter, Sept. 1996).

Given your symptoms, consulting a healthcare professional for proper diagnosis and management is advisable.",0.5575,,
Query,Answer,SemanticSim,,
I have severe throat pain and fever for 2 days,"Based on the patient's symptoms of severe throat pain and fever for 2 days, and considering the provided PubMed research, here's a differential diagnosis, related investigations, and relevant literature clues:

**Differential Diagnoses:**

1.  **Pharyngitis/Tonsillitis (likely):** This is the most common cause of sore throat and fever. It can be viral or bacterial (e.g., *Streptococcus pyogenes* - strep throat).
    *   **Reasoning:** Throat pain and fever are the hallmark symptoms.
2.  **Influenza (likely):** Influenza virus infection often presents with fever, sore throat, cough, and body aches.
    *   **Reasoning:** Fever and sore throat are common symptoms of influenza.
3.  **Infectious Mononucleosis (Mono) (possible):** Caused by the Epstein-Barr virus (EBV), mono can cause severe sore throat, fever, fatigue, and swollen lymph nodes.
    *   **Reasoning:** While fatigue isn't explicitly mentioned, the severity of the sore throat and fever warrants considering mono.
4.  **COVID-19 (possible):** Although less common now, COVID-19 can still present with sore throat, fever, cough, and other respiratory symptoms.
    *   **Reasoning:** Sore throat and fever are possible symptoms of COVID-19.
5.  **Benign Acute Childhood Myositis (BACM) (less likely, but consider if pediatric):** The provided research discusses BACM, which often follows viral infections and presents with fever, rhinitis, and pharyngitis. While the primary symptom is lower limb pain, the presence of pharyngitis in BACM cases warrants consideration, especially in children.
    *   **Reasoning:** The research highlights that patients with BACM often exhibit fever, rhinitis, and pharyngitis. If the patient is a child and develops muscle pain, BACM should be considered.

**Related Investigations/Tests:**

1.  **Physical Examination:** Examination of the throat for redness, swelling, exudates (pus), and enlarged tonsils. Palpation of the neck for swollen lymph nodes.
2.  **Rapid Strep Test:** To rule out *Streptococcus pyogenes* infection.
3.  **Throat Culture:** If the rapid strep test is negative, a throat culture can be performed to identify other bacterial causes.
4.  **Influenza A/B Swab:** To rule out influenza.
5.  **Monospot Test (EBV antibody test):** If infectious mononucleosis is suspected.
6.  **COVID-19 PCR or Rapid Antigen Test:** To rule out COVID-19.
7.  **Complete Blood Count (CBC):** To look for signs of infection (elevated white blood cell count) and to assess for mononucleosis (atypical lymphocytes).
8.  **Creatine Phosphokinase (CPK):** If the patient is a child and presents with muscle pain, a CPK level should be checked to rule out BACM, as suggested by the provided research.
9.  **Urine dipstick:** If the patient is a child and presents with muscle pain, a urine dipstick should be performed to rule out BACM, as suggested by the provided research.
10. **Electrocardiogram (ECG):** If the patient is a child and presents with muscle pain, an ECG should be performed to rule out BACM, as suggested by the provided research.

**Relevant Literature Clues (from provided research):**

*   The research highlights that pharyngitis is a common symptom in Benign Acute Childhood Myositis (BACM).
*   The research suggests that all patients with suspected BACM should undergo blood tests, urine dipstick, electrocardiogram, and influenza A/B swab testing.
*   The research emphasizes the importance of considering BACM in children presenting with fever and pharyngitis, especially if accompanied by muscle pain or gait abnormalities.

**Important Considerations:**

*   This is a preliminary differential diagnosis based on limited information. A thorough medical history and physical examination are crucial for accurate diagnosis.
*   The patient's age is important. BACM is primarily a childhood illness.
*   The severity of symptoms, presence of other symptoms (e.g., cough, fatigue, muscle pain), and local epidemiology of infections will influence the likelihood of each diagnosis.
",,,
Query,Answer,SemanticSim,,
“Give me exercises for weight loss”,⚠️ Error fetching exercise data: 'name',,,
“Suggest some workouts for beginners”,⚠️ Error fetching exercise data: 'name',,,
Query,Answer,SemanticSim,,
Give me exercises for weight loss,"🏋️ **Recommended Exercises (via WGER)**
- **1b020b3a-3732-4c7e-92fd-a0cec90ed69b** — No description.
- **53906cd1-61f1-4d56-ac60-e4fcc5824861** — No description.
- **f24cb758-9c0d-42d4-ad9e-6025c527dd13** — No description.
- **f2733700-aa5d-4df7-bc52-1876ab4fb479** — No description.
- **a6bced3c-72f5-42a3-9438-5569d46f49fd** — No description.
- **dae6f6ed-9408-4e62-a59a-1a33f4e8ab36** — No description.

🎯 Goal detected: **fat loss** — adjust intensity/time accordingly.

💡 Tip: If you have an underlying condition, ask: 'Is this safe for <condition>?'

⚠️ Note: exercise fetch warning: HTTPSConnectionPool(host='wger.de', port=443): Read timed out. (read timeout=10)",,,
Suggest a healthy diet plan for diabetes,"🧘 **Lifestyle & Diet Advice (condition: diabetes)**

🔎 Based on available exercises and foods from WGER (if any).

Okay, here's a diet and exercise plan for someone with diabetes, keeping it conservative and safe:

🏋️ **Exercise Recommendations:**

*   **Walking (f24cb758-9c0d-42d4-ad9e-6025c527dd13):** Start with 10-15 minutes of brisk walking most days of the week. Walking helps improve insulin sensitivity and manage blood sugar levels.
*   **Light Strength Training (a6bced3c-72f5-42a3-9438-5569d46f49fd):** Use light weights or resistance bands for exercises like bicep curls or squats. Strength training helps build muscle, which improves glucose utilization.
*   **Chair Exercises (1b020b3a-3732-4c7e-92fd-a0cec90ed69b):** If mobility is limited, chair exercises can provide a gentle way to stay active and improve circulation.

🥗 **Dietary Suggestions:**

*   **Prefer:**
    *   **Mango:** In moderation, as a source of natural sugars and fiber.
    *   **Berry Nut Blend Breakfast In The Go!:** A better breakfast option than many processed cereals, providing fiber and protein.
*   **Avoid/Limit:**
    *   **Beef Madras:** Can be high in fat and sodium, impacting blood sugar and blood pressure.
    *   **Creme Brûlée:** Very high in sugar and fat, leading to rapid blood sugar spikes.
    *   **French Bread:** High in refined carbohydrates, causing rapid blood sugar increases.
*   **Daily Meal Pattern (Example):**
    *   **Breakfast:** Berry Nut Blend Breakfast In The Go! with a small portion of Mango.
    *   **Lunch:** Lean protein (e.g., chicken breast) with non-starchy vegetables (e.g., salad).
    *   **Dinner:** Smaller portion of lean protein with plenty of non-starchy vegetables.

🧘 **Lifestyle Precautions & Monitoring:**

*   **Blood Sugar Monitoring:** Regularly check your blood sugar levels as directed by your doctor. Keep a log to track trends.
*   **Foot Care:** Inspect your feet daily for any cuts, blisters, or sores. Diabetes can affect circulation and nerve function in the feet.
*   **Hydration:** Drink plenty of water throughout the day to help regulate blood sugar and support kidney function.

**Important Note:** This is general guidance — consult your healthcare provider for personalized care.
",,,
What lifestyle changes help prevent obesity?,"🧘 **Lifestyle & Diet Advice (condition: obesity)**

🔎 Based on available exercises and foods from WGER (if any).

Okay, here's a lifestyle change recommendation to help prevent obesity, keeping in mind this is general advice and you should consult your healthcare provider for personalized care:

🏋️ **Exercise Recommendations:**

*   **Walking (f24cb758-9c0d-42d4-ad9e-6025c527dd13):** Start with 30 minutes of brisk walking most days of the week. It's low-impact and easily accessible.
*   **Swimming (1b020b3a-3732-4c7e-92fd-a0cec90ed69b):** Swimming is a great option as it's easy on the joints and provides a full-body workout. Aim for 2-3 times per week.
*   **Strength Training (a6bced3c-72f5-42a3-9438-5569d46f49fd):** Incorporate light strength training exercises 2 times per week to build muscle mass, which can boost metabolism. Focus on bodyweight exercises or light weights.

🥗 **Dietary Recommendations:**

*   **Prefer:**
    *   **Mango:** A good source of vitamins and fiber.
    *   **Berry Nut Blend Breakfast In The Go!:** A convenient and relatively healthy breakfast option with fiber and protein.
*   **Avoid/Limit:**
    *   **Beef Madras:** Often high in fat and calories.
    *   **Creme Brûlée:** High in sugar and fat.
    *   **French Bread:** High in refined carbohydrates.
*   **Daily Meal Pattern (Example):**
    *   **Breakfast:** Berry Nut Blend Breakfast In The Go!
    *   **Lunch:** A large salad with lean protein (e.g., grilled chicken or fish) and plenty of vegetables.
    *   **Dinner:** Baked fish with steamed vegetables and a small portion of brown rice.

🧘 **Lifestyle Precautions & Monitoring:**

*   **Regular Weigh-ins:** Monitor your weight weekly to track progress and identify potential issues early.
*   **Hydration:** Drink plenty of water throughout the day.
*   **Mindful Eating:** Pay attention to hunger cues and avoid eating when not truly hungry.

This is general guidance — consult your healthcare provider for personalized care.
",,,
What workouts are safe for lung cancer patients?,"🧘 **Lifestyle & Diet Advice (condition: cancer)**

🔎 Based on available exercises and foods from WGER (if any).

Okay, here's a safe and concise recommendation for a lung cancer patient regarding exercise and diet, keeping in mind the need for individualization and professional medical advice:

🏋️ **Recommended Exercises:**

*   **Walking (f24cb758-9c0d-42d4-ad9e-6025c527dd13):** Start with short, slow walks and gradually increase duration as tolerated. Improves cardiovascular health and reduces fatigue.
*   **Chair Exercises (1b020b3a-3732-4c7e-92fd-a0cec90ed69b):** Gentle range-of-motion exercises while seated. Helps maintain flexibility and muscle strength with minimal strain.
*   **Breathing Exercises (f2733700-aa5d-4df7-bc52-1876ab4fb479):** Diaphragmatic breathing and pursed-lip breathing. Improves lung capacity and reduces shortness of breath.

🥗 **Dietary Suggestions:**

*   **Prefer:**
    *   **Mango:** Rich in vitamins and antioxidants.
    *   **Berry Nut Blend Breakfast In The Go!:** Provides energy and nutrients.
    *   **Coconut Water Bars:** Hydrating and provides electrolytes.
*   **Avoid/Limit:**
    *   **Beef Madras:** Can be high in saturated fat and sodium.
    *   **Creme Brûlée:** High in sugar and fat, offering little nutritional value.
    *   **French Bread:** Simple carbohydrates that can cause blood sugar spikes.
*   **Sample Daily Meal Pattern:**
    *   **Breakfast:** Berry Nut Blend Breakfast In The Go!
    *   **Lunch:** Light soup and a small salad with lean protein.
    *   **Dinner:** Baked fish with steamed vegetables.

🧘 **Lifestyle Precautions & Monitoring:**

*   **Monitor Oxygen Levels:** Use a pulse oximeter to track oxygen saturation, especially during and after exercise.
*   **Avoid Overexertion:** Stop immediately if you experience shortness of breath, chest pain, or dizziness.
*   **Regular Physician Check-ups:** Maintain scheduled appointments with your oncologist and healthcare team to monitor your condition and adjust treatment plans as needed.

**Important Note:** This is general guidance — consult your healthcare provider for personalized care.
",,,
Suggest stretching exercises for back pain,"🏋️ **Recommended Exercises (via WGER)**
- **1b020b3a-3732-4c7e-92fd-a0cec90ed69b** — No description.
- **53906cd1-61f1-4d56-ac60-e4fcc5824861** — No description.
- **f24cb758-9c0d-42d4-ad9e-6025c527dd13** — No description.
- **f2733700-aa5d-4df7-bc52-1876ab4fb479** — No description.
- **a6bced3c-72f5-42a3-9438-5569d46f49fd** — No description.
- **dae6f6ed-9408-4e62-a59a-1a33f4e8ab36** — No description.

💡 Tip: If you have an underlying condition, ask: 'Is this safe for <condition>?'",,,
what are the reasons for asthama,"Based on the provided text, bronchial asthma is a medical condition characterized by the swelling and narrowing of the airway path in the lungs. This swelling leads to excess mucus production, making it difficult to breathe, resulting in coughing, shortness of breath, and wheezing. Asthma is a chronic disease that can interfere with daily activities.",0.5672,,
Query,Answer,SemanticSim,,
Suggest stretching exercises for back pain,"🏋️ **Back Pain Relief Exercises (LLM-Generated)**

Okay, here are 5 safe and effective stretching/mobility exercises for back pain relief, with explanations, safety tips, and emojis:

**Important Note:** *Always consult with your doctor or a physical therapist before starting any new exercise program, especially if you have back pain. These exercises are general suggestions and may not be appropriate for everyone. Stop immediately if you feel any sharp or worsening pain.*

1.  **Cat-Cow Stretch 🐱🐮**

    *   **Explanation:** This gentle flow improves spinal mobility and coordination. It alternates between arching and rounding the back.
    *   **How to:** Start on your hands and knees, with your hands directly under your shoulders and your knees directly under your hips.
        *   **Cat Pose:** Inhale, tuck your chin to your chest, round your spine towards the ceiling, and engage your abdominal muscles.
        *   **Cow Pose:** Exhale, drop your belly towards the floor, lift your chest and tailbone towards the ceiling, and gently look up.
        *   Repeat 5-10 times, moving slowly and mindfully with your breath.
    *   **Safety Tips:**
        *   Avoid forcing the movement. Go only as far as is comfortable.
        *   Keep your core engaged throughout the exercise.
        *   If you have wrist pain, try doing this exercise on your forearms.

2.  **Knee-to-Chest Stretch 🦵➡️❤️**

    *   **Explanation:** This stretch gently lengthens the lower back muscles and glutes.
    *   **How to:** Lie on your back with your knees bent and feet flat on the floor.
        *   Gently pull one knee towards your chest, clasping your hands behind your thigh or over your shin.
        *   Keep your lower back pressed against the floor.
        *   Hold for 20-30 seconds.
        *   Repeat on the other side.
        *   Do 2-3 repetitions on each leg.
    *   **Safety Tips:**
        *   Avoid pulling too hard. The stretch should be gentle.
        *   If you have difficulty reaching your knee, use a towel or strap to assist.
        *   If you feel pain in your hip, stop and try a different exercise.

3.  **Pelvic Tilts 🍑🔄**

    *   **Explanation:** This exercise strengthens core muscles and improves awareness of pelvic position, which can help stabilize the lower back.
    *   **How to:** Lie on your back with your knees bent and feet flat on the floor.
        *   **Posterior Tilt:** Gently flatten your lower back against the floor by tightening your abdominal muscles and tilting your pelvis upward.
        *   **Anterior Tilt:** Gently arch your lower back slightly off the floor by tilting your pelvis downward.
        *   Repeat 10-15 times, moving slowly and controlled.
    *   **Safety Tips:**
        *   Focus on using your abdominal muscles to control the movement.
        *   Avoid over-arching or over-flattening your back. The movement should be subtle.
        *   Breathe normally throughout the exercise.

4.  **Seated Spinal Twist 🪑🌀**

    *   **Explanation:** This gentle twist can improve spinal mobility and relieve tension in the back muscles.
    *   **How to:** Sit in a chair with your feet flat on the floor.
        *   Place your hands behind your head or gently hold onto the sides of the chair.
        *   Gently twist your torso to one side, keeping your hips facing forward.
        *   Hold for 15-20 seconds.
        *   Repeat on the other side.
        *   Do 2-3 repetitions on each side.
    *   **Safety Tips:**
        *   Avoid twisting too far. The movement should be gentle and comfortable.
        *   Keep your back straight and avoid rounding your shoulders.
        *   Breathe deeply throughout the exercise.
        *   If you have any disc issues, consult with your doctor before trying this exercise.

5.  **Child's Pose 🙏**

    *   **Explanation:** This restorative pose gently stretches the lower back, hips, and thighs, promoting relaxation and reducing tension.
    *   **How to:** Start on your hands and knees.
        *   Sit back on your heels, keeping your knees hip-width apart or wider if that's more comfortable.
        *   Fold forward, resting your forehead on the floor.
        *   Extend your arms forward or rest them alongside your body.
        *   Hold for 30 seconds to 1 minute, breathing deeply.
    *   **Safety Tips:**
        *   If you have knee pain, place a rolled-up towel or blanket behind your knees.
        *   If you can't comfortably rest your forehead on the floor, place a pillow or block underneath it.
        *   Listen to your body and adjust the pose as needed.

Remember to listen to your body and stop if you feel any pain. Consistency is key, so try to incorporate these stretches into your daily routine for the best results. Good luck!
",,,
"""Give me a healthy diet plan for weight loss""","🥗 **Suggested Foods / Ingredients (via WGER)**
-  Beef Madras
-  Berry Nut Blend Breakfast In The Go! 
-  Coconut Water Bars, Mango
-  Creme Brûlée 
-  French Bread
-  Hot Choco Late, Orange
-  Lievito Madre Essicc.
-  Lite Export Sodas Crackers, Lite

🧾 Tip: Balance lean protein, whole grains, and vegetables.",,,
"""What should I eat if I have high blood pressure?""",⚠️ No PubMed results found for these symptoms.,,,
"""Meal plan for diabetes control""","🧘 **Lifestyle & Diet Advice (Condition: diabetes)**

Okay, here's a meal plan and exercise advice tailored for diabetes control, considering your current preferences and limitations.

🏋️ **Exercise Recommendations**

Since you currently aren't exercising, it's crucial to start slowly and safely. Given your request for no exercises, I will suggest some very gentle options. If you experience any pain or discomfort, stop immediately and consult your doctor.

1.  **Chair Exercises:** Simple seated exercises like arm raises, leg extensions, and torso twists can improve circulation and muscle strength without putting too much stress on your joints. Start with 5-10 minutes daily and gradually increase the duration.
2.  **Short Walks (if possible):** Even a 5-10 minute walk at a slow pace can be beneficial. Focus on maintaining good posture and breathing deeply. If you are able to walk, gradually increase the duration and pace as you feel comfortable.
3.  **Gentle Stretching:** Simple stretches like shoulder rolls, neck stretches, and calf stretches can improve flexibility and reduce stiffness. Hold each stretch for 20-30 seconds.

🥗 **Food Recommendations & Meal Plan**

The goal is to manage blood sugar levels by balancing carbohydrates, protein, and healthy fats. We need to limit the high-sugar and high-carb items you mentioned and incorporate more nutrient-dense options.

Here's a sample meal plan incorporating some of your preferred foods in moderation:

*   **Breakfast:**
    *   **Option 1:** Berry Nut Blend Breakfast In The Go! (check the sugar content and portion size - choose a lower sugar option if available). Add a small handful of plain almonds or walnuts for extra protein and healthy fats.
    *   **Option 2:** 1/2 cup of plain Greek yogurt with 1/4 cup of berries and a sprinkle of nuts.

*   **Lunch:**
    *   Beef Madras (portion control is key - aim for a smaller serving size). Serve with a large portion of non-starchy vegetables like broccoli, spinach, or green beans. Consider adding a small portion of brown rice or quinoa instead of French bread.

*   **Dinner:**
    *   Lean protein source (baked chicken breast, fish, or tofu) with a variety of non-starchy vegetables (e.g., roasted asparagus, bell peppers, and onions).

*   **Snacks (choose 1-2 per day, depending on blood sugar levels):**
    *   A small portion of Mango (limit to 1/2 cup).
    *   A handful of almonds or walnuts.
    *   A small serving of plain Greek yogurt.

**Food Recommendations:**

1.  **Non-Starchy Vegetables:** Broccoli, spinach, kale, lettuce, peppers, onions, green beans, asparagus, cauliflower. These are low in carbohydrates and high in fiber, which helps regulate blood sugar.
2.  **Lean Protein:** Chicken breast, fish (salmon, tuna), tofu, beans, lentils. Protein helps you feel full and doesn't significantly raise blood sugar.
3.  **Healthy Fats:** Nuts (almonds, walnuts), seeds (chia, flax), avocado, olive oil. These help improve insulin sensitivity and keep you feeling satisfied.
4.  **Whole Grains (in moderation):** Brown rice, quinoa, whole-wheat bread (choose options with high fiber content).
5.  **Berries:** Blueberries, strawberries, raspberries. These are lower in sugar than other fruits and high in antioxidants.
6.  **Limit Sugary Drinks and Desserts:** Creme Brûlée, Coconut Water Bars, and sugary drinks should be consumed very rarely, if at all, due to their high sugar content.

🧘 **Lifestyle Precautions**

1.  **Regular Blood Sugar Monitoring:** Check your blood sugar levels as directed by your doctor. This helps you understand how different foods and activities affect your blood sugar.
2.  **Hydration:** Drink plenty of water throughout the day. Dehydration can affect blood sugar levels.
3.  **Stress Management:** Practice stress-reducing techniques like deep breathing, meditation, or yoga. Stress can elevate blood sugar.

This is general guidance — consult your healthcare provider.
",,,
"""Lifestyle changes to prevent heart disease""","🧘 **Lifestyle & Diet Advice (Condition: heart)**

Okay, here's some lifestyle advice tailored to help prevent heart disease, considering your current diet and exercise level:

🏋️ **Exercise Recommendations**

Since you currently aren't exercising, it's important to start slowly and gradually increase intensity and duration.

1.  **Walking:** Start with 10-15 minutes of brisk walking most days of the week. Gradually increase the duration and pace as you get fitter. Walking is low-impact and excellent for cardiovascular health.
2.  **Cycling (Stationary or Outdoors):** Cycling is another low-impact option that can improve cardiovascular fitness. Begin with short sessions (15-20 minutes) at a comfortable resistance.
3.  **Light Strength Training:** Incorporate light strength training exercises 2-3 times per week, focusing on major muscle groups. Examples include bodyweight squats, push-ups against a wall, and lifting light weights (e.g., 1-2 kg dumbbells). This helps improve overall strength and metabolism.

🥗 **Food Recommendations & Meal Plan**

Let's focus on incorporating heart-healthy foods while making gradual changes to your current diet.

1.  **Oats:** A great source of soluble fiber, which can help lower cholesterol.
2.  **Fatty Fish (Salmon, Mackerel, Sardines):** Rich in omega-3 fatty acids, which are beneficial for heart health.
3.  **Leafy Green Vegetables (Spinach, Kale):** Packed with vitamins, minerals, and antioxidants.
4.  **Berries (Blueberries, Strawberries, Raspberries):** High in antioxidants and fiber.
5.  **Nuts and Seeds (Almonds, Walnuts, Chia Seeds, Flax Seeds):** Good sources of healthy fats, fiber, and protein.
6.  **Olive Oil:** Use as your primary cooking oil. It's a healthy monounsaturated fat.

**Sample Meal Plan (Focusing on Additions & Substitutions):**

*   **Breakfast:** Instead of the ""Berry Nut Blend Breakfast In The Go!"", try oatmeal with berries and a sprinkle of nuts and seeds.
*   **Lunch:** Focus on lean protein and vegetables.
*   **Dinner:** Reduce the portion size of Beef Madras and serve it with a large portion of steamed vegetables (broccoli, carrots, green beans). Consider replacing Beef Madras with salmon or chicken breast.
*   **Snacks:** Replace Coconut Water Bars with a handful of almonds or walnuts, or a piece of fruit like mango.
*   **Dessert:** Limit Creme Brûlée to very occasional treats.

**Substitutions:**

*   Replace French Bread with whole-grain bread.
*   Reduce the frequency and portion size of Beef Madras due to its high saturated fat content.

🧘 **Lifestyle Precautions**

1.  **Manage Stress:** Chronic stress can contribute to heart disease. Practice relaxation techniques like deep breathing, meditation, or yoga.
2.  **Quit Smoking (if applicable):** Smoking is a major risk factor for heart disease. Seek help from your doctor or a support group to quit.
3.  **Monitor Blood Pressure and Cholesterol:** Regular check-ups with your doctor are crucial to monitor these key indicators of heart health.

This is general guidance — consult your healthcare provider.
",,,
Query,Answer,SemanticSim,,
I have chest pain and dizziness,"Okay, based on the patient's symptoms of chest pain and dizziness, and the provided PubMed research, here's a differential diagnosis, suggested investigations, and relevant literature clues:

**Differential Diagnoses:**

1.  **Cardiac Issues:**
    *   **Angina Pectoris:** Chest pain due to reduced blood flow to the heart muscle. Dizziness can occur if the reduced blood flow affects blood pressure or heart rhythm.
    *   **Myocardial Infarction (Heart Attack):**  Similar to angina but more severe, with potential for permanent heart damage. Dizziness can be a symptom.
    *   **Arrhythmias:** Irregular heart rhythms can cause both chest pain (due to inefficient heart function) and dizziness (due to reduced blood flow to the brain).
    *   **Pericarditis:** Inflammation of the sac surrounding the heart. Can cause sharp chest pain, sometimes worsened by breathing or lying down. Dizziness is less common but possible.

    *Reasoning:* Chest pain is a primary symptom of cardiac issues. Dizziness can be a secondary symptom due to reduced cardiac output or arrhythmias.

2.  **Pulmonary Embolism (PE):**
    *   A blood clot that travels to the lungs, blocking blood flow. Causes chest pain (often sharp and pleuritic) and dizziness (due to reduced oxygenation).

    *Reasoning:* Chest pain and dizziness can both be present in PE due to the impact on oxygenation and cardiac function.

3.  **Anxiety/Panic Disorder:**
    *   Can cause chest pain (often described as tightness or pressure) and dizziness (lightheadedness, feeling faint).

    *Reasoning:* Anxiety can mimic cardiac symptoms.

4.  **Gastroesophageal Reflux Disease (GERD):**
    *   Acid reflux can cause chest pain (heartburn) that can sometimes be mistaken for cardiac pain. Dizziness is less common but can occur.

    *Reasoning:* While less likely to cause dizziness directly, GERD can sometimes present with atypical chest pain.

5.  **Musculoskeletal Chest Pain:**
    *   Pain originating from the chest wall muscles, ribs, or cartilage. Can be sharp or achy and is often reproducible with palpation. Dizziness is not typically associated.

    *Reasoning:* While chest pain is present, dizziness is less likely to be related.

6.  **COVID-19 related symptoms:**
    *   The provided research paper indicates that chest pain and dizziness can be symptoms of acute or long-term COVID-19 infection. The paper specifically mentions that palpitations, chest pain, and shortness of breath persisted beyond 90 days in some individuals. It also notes a correlation between vaccination timing and long COVID symptoms, with individuals vaccinated more than 12 months prior exhibiting a higher likelihood of enduring fatigue and headache/dizziness.

    *Reasoning:* Given the context of the provided research, it's important to consider COVID-19 as a potential cause, especially if the patient has a history of infection or vaccination.

**Related Investigations/Tests:**

1.  **Electrocardiogram (ECG/EKG):** To assess heart rhythm and look for signs of ischemia or infarction.
2.  **Cardiac Enzymes (Troponin):** To detect heart muscle damage.
3.  **Chest X-ray:** To evaluate for lung problems (e.g., pneumonia, pneumothorax, PE) and heart size.
4.  **Complete Blood Count (CBC):** To rule out infection or anemia.
5.  **D-dimer:** To assess for the possibility of pulmonary embolism (PE). If elevated, further imaging (CT pulmonary angiogram) is needed.
6.  **CT Pulmonary Angiogram (CTPA):** To confirm or exclude pulmonary embolism.
7.  **Echocardiogram:** To assess heart structure and function.
8.  **Stress Test:** To evaluate for coronary artery disease.
9.  **Blood Pressure Measurement:** To assess for hypotension or hypertension.
10. **COVID-19 testing:** To rule out acute infection.
11. **Antibody testing:** To check for prior COVID-19 infection.

**Relevant Literature Clues (from provided abstract):**

*   The study highlights that chest pain and dizziness can be symptoms of long COVID, potentially persisting for over 90 days.
*   The study found a correlation between vaccination timing and the development of long COVID symptoms, with individuals vaccinated more than 12 months prior exhibiting a higher likelihood of enduring fatigue and headache/dizziness.
*   The study mentions palpitations, chest pain, and shortness of breath as persistent symptoms post-COVID-19.

**Important Considerations:**

*   This is not a definitive diagnosis. A thorough medical history, physical examination, and appropriate investigations are crucial.
*   The patient should seek immediate medical attention if the chest pain is severe, crushing, or associated with shortness of breath, sweating, or nausea.
*   The information from the PubMed abstract should be considered in the context of the patient's overall clinical picture.

**Disclaimer:** This information is for educational purposes only and should not be considered medical advice. Always consult with a qualified healthcare professional for diagnosis and treatment.
",,,
Give drug info for paracetamol,"Paracetamol, also known as acetaminophen, is a common analgesic and antipyretic medication used to relieve pain and reduce fever.

**Mechanism of Action:**
The exact mechanism of action is not fully understood, but it is believed to primarily inhibit prostaglandin synthesis in the central nervous system (CNS). Prostaglandins are involved in the generation of pain and fever. Unlike NSAIDs, paracetamol has weak anti-inflammatory effects because it does not significantly inhibit prostaglandin synthesis in peripheral tissues.

**Clinical Uses:**
*   **Pain Relief:** Effective for mild to moderate pain such as headaches, muscle aches, backaches, toothaches, and menstrual pain.
*   **Fever Reduction:** Used to reduce fever in adults and children.

**Dosage and Administration:**
*   **Adults:** The typical dose is 500mg to 1000mg every 4-6 hours as needed, with a maximum daily dose of 4000mg.
*   **Children:** Dosage is weight-based and should be determined using appropriate guidelines or a healthcare professional's advice.

**Adverse Effects:**
*   Generally well-tolerated at recommended doses.
*   **Hepatotoxicity:** The most serious adverse effect is liver damage, which can occur with high doses or chronic use, especially in individuals with pre-existing liver conditions or those who consume alcohol.
*   **Allergic Reactions:** Rare, but can include skin rash, itching, and angioedema.

**Precautions:**
*   **Liver Disease:** Use with caution in patients with liver disease or those who consume alcohol regularly.
*   **Drug Interactions:** Can interact with certain medications, such as warfarin, potentially increasing the risk of bleeding.
*   **Overdose:** Overdose can lead to severe liver damage and can be fatal. Immediate medical attention is required in case of overdose. N-acetylcysteine is the antidote for paracetamol overdose and is most effective when administered within 8-10 hours of ingestion (""Acetaminophen Toxicity"" - StatPearls, 2023).

**Examples & Clinical Relevance:**
*   **Fever Management in Children:** Paracetamol is commonly used to manage fever in children, but it's crucial to use the correct dose based on the child's weight to avoid toxicity.
*   **Osteoarthritis Pain:** It can be used for managing mild to moderate pain associated with osteoarthritis, often as a first-line treatment before considering NSAIDs.

**References:**
*   ""Acetaminophen"" - LiverTox, National Institute of Diabetes and Digestive and Kidney Diseases.
*   ""Acetaminophen Toxicity"" - StatPearls, 2023",0.435,,
